CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,LoanEligibility,CustomerSegment,Age_Transformed
15709295,Wall,697,Spain,Female,25,5,82931.85,2,Yes,Yes,128373.88,No,No,1,PLATINUM,282,Not Eligible,Gold,5.0
15745324,Milani,599,Spain,Female,39,4,0.0,1,Yes,No,194273.2,Yes,Yes,3,PLATINUM,543,Not Eligible,Basic,6.24
15741336,Ejimofor,715,France,Female,38,5,118590.41,1,Yes,Yes,5684.17,Yes,Yes,4,GOLD,788,Not Eligible,Premium,6.16
15783659,Blackburn,659,France,Male,67,4,145981.87,1,Yes,Yes,131043.2,No,No,1,PLATINUM,513,Not Eligible,Premium,8.19
15620981,Wickham,684,France,Female,48,3,73309.38,1,No,No,21228.34,Yes,Yes,3,DIAMOND,579,Not Eligible,Gold,6.93
15630328,Bird,635,France,Female,48,8,130796.33,2,Yes,Yes,43250.3,No,No,4,SILVER,885,Not Eligible,Premium,6.93
15785899,Chen,789,Germany,Male,33,8,151607.56,1,Yes,No,4389.4,No,No,4,SILVER,513,Not Eligible,Premium,5.74
15606149,Wood,571,Germany,Female,66,9,111577.01,1,No,Yes,189271.9,No,No,1,PLATINUM,445,Not Eligible,Premium,8.12
15671139,Brizendine,694,Spain,Male,39,0,107042.74,1,Yes,Yes,102284.2,No,No,4,PLATINUM,297,Not Eligible,Premium,6.24
15660429,Chin,665,Spain,Female,42,2,156371.61,2,No,Yes,156774.94,Yes,Yes,3,DIAMOND,553,Not Eligible,Premium,6.48
15571002,Yusupov,706,France,Female,44,4,129605.99,1,No,No,69865.49,No,No,3,SILVER,528,Not Eligible,Premium,6.63
15631681,Jibunoh,807,Spain,Female,43,0,0.0,2,No,Yes,85523.24,No,No,5,PLATINUM,660,Not Eligible,Basic,6.56
15731522,Tsui,771,Spain,Female,67,8,0.0,2,Yes,Yes,51219.8,No,No,1,GOLD,352,Not Eligible,Basic,8.19
15619529,Ndukaku,531,Spain,Male,27,8,132576.25,1,No,No,7222.92,No,No,5,SILVER,835,Not Eligible,Premium,5.2
15628034,Wilder,629,France,Female,37,6,129101.3,1,Yes,Yes,23971.33,No,No,1,DIAMOND,330,Not Eligible,Premium,6.08
15686164,Maclean,850,Germany,Female,31,1,108822.4,1,Yes,Yes,132173.31,No,No,2,DIAMOND,747,Eligible,Premium,5.57
15582797,Chiu,685,Spain,Male,35,4,137948.51,1,Yes,No,113639.64,No,No,1,PLATINUM,404,Not Eligible,Premium,5.92
15753831,Cox,642,Spain,Male,32,7,100433.8,1,Yes,Yes,39768.59,No,No,2,PLATINUM,479,Not Eligible,Premium,5.66
15731815,Nepean,529,Spain,Male,63,4,96134.11,3,Yes,No,108732.96,Yes,Yes,3,GOLD,693,Not Eligible,Gold,7.94
15580956,McNess,683,Germany,Female,43,4,115888.04,1,Yes,Yes,117349.19,Yes,Yes,5,PLATINUM,443,Not Eligible,Premium,6.56
15602084,Coles,663,France,Female,42,5,124626.07,1,Yes,Yes,78004.5,No,No,2,SILVER,676,Not Eligible,Premium,6.48
15589805,Benson,563,France,Female,34,6,139810.34,1,Yes,Yes,152417.79,No,No,5,DIAMOND,254,Not Eligible,Premium,5.83
15720893,Gilbert,637,Spain,Female,34,9,0.0,2,No,No,26057.08,No,No,5,GOLD,365,Not Eligible,Basic,5.83
15641009,Wilhelm,544,France,Male,37,3,84496.71,1,No,No,79972.09,No,No,5,PLATINUM,939,Not Eligible,Gold,6.08
15605926,Sinclair,649,Germany,Male,70,9,116854.71,2,No,Yes,107125.79,No,No,3,DIAMOND,989,Not Eligible,Premium,8.37
15805955,L,638,France,Female,48,10,138333.03,1,Yes,Yes,47679.14,No,No,3,SILVER,893,Not Eligible,Premium,6.93
15801488,Buckner,723,France,Male,25,3,0.0,2,Yes,Yes,134509.47,No,No,2,DIAMOND,409,Not Eligible,Basic,5.0
15605918,Padovesi,635,Germany,Male,43,5,78992.75,2,No,No,153265.31,No,No,5,SILVER,368,Not Eligible,Gold,6.56
15779711,Gray,750,Spain,Female,38,7,97257.41,2,No,Yes,179883.04,No,No,3,DIAMOND,324,Not Eligible,Gold,6.16
15705620,Lu,730,France,Male,34,5,122453.37,2,Yes,No,138882.98,No,No,4,DIAMOND,822,Not Eligible,Premium,5.83
15685357,Wright,750,Spain,Female,36,8,112940.07,1,No,Yes,9855.81,No,No,3,GOLD,447,Not Eligible,Premium,6.0
15570060,Palerma,586,France,Female,43,8,132558.26,1,Yes,No,67046.83,Yes,Yes,2,SILVER,230,Not Eligible,Premium,6.56
15582616,Yan,520,France,Female,38,4,0.0,2,Yes,No,56388.63,No,No,2,DIAMOND,867,Not Eligible,Basic,6.16
15799515,Wei,652,France,Female,48,8,133297.24,1,Yes,No,77764.37,No,No,1,GOLD,619,Not Eligible,Premium,6.93
15642937,Padovesi,550,France,Female,46,7,0.0,2,Yes,No,130590.35,No,No,5,GOLD,473,Not Eligible,Basic,6.78
15624729,Tsao,594,France,Male,27,0,197041.8,1,No,No,151912.49,No,No,2,PLATINUM,690,Not Eligible,Premium,5.2
15566156,Franklin,749,Germany,Female,44,0,71497.79,2,No,No,151083.8,No,No,1,SILVER,378,Not Eligible,Gold,6.63
15792360,Clark,668,France,Male,32,7,0.0,2,Yes,Yes,777.37,No,No,2,GOLD,883,Not Eligible,Basic,5.66
15807008,McGregor,614,Germany,Female,35,6,128100.28,1,No,No,69454.24,Yes,Yes,4,PLATINUM,830,Not Eligible,Premium,5.92
15704770,Pan,773,France,Male,25,1,124532.78,2,No,Yes,11723.57,No,No,4,GOLD,692,Not Eligible,Premium,5.0
15756475,Kenniff,551,Germany,Male,31,9,82293.82,2,Yes,Yes,91565.25,No,No,3,PLATINUM,748,Not Eligible,Gold,5.57
15655339,Spencer,566,France,Male,36,1,142120.91,1,Yes,No,79616.37,No,No,5,GOLD,542,Not Eligible,Premium,6.0
15613749,Lees,569,Spain,Male,34,0,151839.26,1,Yes,No,102299.81,Yes,Yes,1,SILVER,268,Not Eligible,Premium,5.83
15664521,David,659,Spain,Male,31,7,149620.88,2,Yes,Yes,104533.51,No,No,5,SILVER,417,Not Eligible,Premium,5.57
15681206,Hsing,722,France,Female,49,3,168197.66,1,Yes,No,140765.57,Yes,Yes,1,SILVER,383,Not Eligible,Premium,7.0
15745527,Burke,655,France,Male,37,5,93147.0,2,Yes,No,66214.13,No,No,1,GOLD,435,Not Eligible,Gold,6.08
15806926,Watson,615,France,Female,35,2,97440.02,2,Yes,Yes,139816.1,No,No,3,SILVER,287,Not Eligible,Gold,5.92
15724563,Hawkins,752,Germany,Female,42,3,65046.08,2,No,Yes,140139.28,No,No,5,PLATINUM,535,Not Eligible,Gold,6.48
15782899,Ginn,661,Spain,Female,28,7,95357.49,1,No,No,102297.15,No,No,5,GOLD,508,Not Eligible,Gold,5.29
15623521,Sozonov,838,Spain,Male,43,9,123105.88,2,Yes,No,145765.83,No,No,3,SILVER,376,Not Eligible,Premium,6.56
15810218,Sun,610,Spain,Male,29,9,0.0,3,No,Yes,83912.24,No,No,5,SILVER,691,Not Eligible,Basic,5.39
15645621,Hunter,811,Spain,Male,44,3,0.0,2,No,Yes,78439.73,No,No,5,PLATINUM,859,Not Eligible,Basic,6.63
15608114,Manfrin,587,Spain,Male,62,7,121286.27,1,No,Yes,6776.92,No,No,5,DIAMOND,500,Not Eligible,Premium,7.87
15659557,Artamonova,811,Germany,Female,28,4,167738.82,2,Yes,Yes,9903.42,No,No,4,GOLD,513,Not Eligible,Premium,5.29
15787772,Hansen,759,France,Female,38,1,104091.29,1,No,No,91561.91,No,No,1,PLATINUM,875,Not Eligible,Premium,6.16
15691111,Pai,648,Germany,Female,42,8,121980.56,2,Yes,No,4027.02,No,No,1,GOLD,238,Not Eligible,Premium,6.48
15592089,Larsen,788,France,Female,43,10,0.0,2,Yes,Yes,116111.51,No,No,4,DIAMOND,797,Not Eligible,Basic,6.56
15633897,Owen,725,Germany,Male,39,1,50880.98,2,Yes,Yes,184023.54,No,No,4,GOLD,644,Not Eligible,Gold,6.24
15701301,Murphy,646,France,Female,42,3,175159.9,2,No,No,67124.48,Yes,Yes,3,DIAMOND,641,Not Eligible,Premium,6.48
15723685,Ekechukwu,601,Germany,Female,26,7,105514.69,2,Yes,No,50070.59,No,No,5,GOLD,525,Not Eligible,Premium,5.1
15701602,Ayers,521,Germany,Male,52,5,116497.31,3,No,No,53793.1,Yes,Yes,3,SILVER,647,Not Eligible,Premium,7.21
15739189,Johnson,561,Spain,Female,33,6,0.0,2,Yes,No,45261.47,No,No,1,DIAMOND,704,Not Eligible,Basic,5.74
15573086,Millar,564,France,Male,42,7,99824.45,1,Yes,Yes,36721.4,No,No,1,GOLD,563,Not Eligible,Gold,6.48
15569050,Farrell,444,France,Male,45,6,0.0,1,Yes,No,130009.85,Yes,Yes,4,GOLD,669,Not Eligible,Basic,6.71
15750765,Sanders,650,Spain,Male,71,0,0.0,1,Yes,Yes,175380.77,No,No,5,GOLD,928,Not Eligible,Basic,8.43
15799811,Herrera,724,France,Male,40,10,0.0,1,Yes,No,127847.25,Yes,Yes,5,GOLD,699,Not Eligible,Basic,6.32
15698442,Eberechukwu,719,Spain,Male,35,3,122964.88,1,Yes,Yes,138231.7,No,No,4,DIAMOND,411,Not Eligible,Premium,5.92
15655274,Bardin,548,France,Female,29,4,0.0,2,No,Yes,48673.18,No,No,4,DIAMOND,504,Not Eligible,Basic,5.39
15603594,Nwankwo,635,Spain,Male,24,4,0.0,2,Yes,Yes,70668.77,No,No,2,GOLD,506,Not Eligible,Basic,4.9
15585961,Talbot,496,Spain,Female,43,3,0.0,2,No,Yes,199505.53,No,No,1,SILVER,494,Not Eligible,Basic,6.56
15686936,McGregor,676,France,Female,37,5,89634.69,1,Yes,Yes,169583.18,Yes,Yes,4,DIAMOND,982,Not Eligible,Gold,6.08
15770424,Onyeorulu,541,Germany,Male,40,7,95710.11,2,Yes,No,49063.42,No,No,1,PLATINUM,834,Not Eligible,Gold,6.32
15587451,Goold,778,Germany,Male,41,7,139706.31,1,Yes,No,63337.19,No,No,1,GOLD,417,Not Eligible,Premium,6.4
15602010,Zikoranaudodimma,850,Germany,Female,45,5,103909.86,1,Yes,No,60083.11,Yes,Yes,5,DIAMOND,312,Eligible,Premium,6.71
15600583,Garner,633,France,Male,31,1,0.0,1,Yes,No,48606.71,No,No,3,GOLD,804,Not Eligible,Basic,5.57
15654673,Onyinyechukwuka,625,France,Male,49,6,173434.9,1,Yes,No,165580.93,Yes,Yes,3,SILVER,835,Not Eligible,Premium,7.0
15717164,Genovese,485,Spain,Male,32,6,102238.01,2,Yes,Yes,194010.12,No,No,4,PLATINUM,784,Not Eligible,Premium,5.66
15765014,Mai,547,France,Female,48,1,179380.74,2,No,Yes,69263.1,No,No,3,DIAMOND,672,Not Eligible,Premium,6.93
15682639,Marshall,642,France,Male,32,3,0.0,2,Yes,Yes,88698.83,No,No,1,SILVER,350,Not Eligible,Basic,5.66
15729279,Naylor,718,France,Female,25,4,108691.95,1,Yes,No,63030.97,No,No,2,DIAMOND,723,Not Eligible,Premium,5.0
15759805,Pinto,582,France,Female,32,4,0.0,2,Yes,No,59668.81,No,No,4,SILVER,727,Not Eligible,Basic,5.66
15767864,Fulton,628,France,Male,33,6,0.0,2,No,No,184230.23,No,No,3,SILVER,529,Not Eligible,Basic,5.74
15769948,Palerma,737,Germany,Male,35,0,133377.8,1,No,Yes,64050.19,No,No,1,DIAMOND,666,Not Eligible,Premium,5.92
15686345,McCaffrey,828,Spain,Male,34,9,0.0,2,Yes,Yes,81853.98,No,No,5,SILVER,766,Not Eligible,Basic,5.83
15688071,Collins,609,Spain,Male,53,10,0.0,1,Yes,Yes,154642.91,No,No,3,SILVER,498,Not Eligible,Basic,7.28
15681174,Zuev,730,France,Male,39,1,116537.6,1,No,No,145679.6,No,No,1,GOLD,453,Not Eligible,Premium,6.24
15667521,Crawford,631,France,Female,22,3,0.0,2,No,No,30781.77,No,No,1,PLATINUM,982,Not Eligible,Basic,4.69
15750243,Genovese,830,Spain,Male,40,4,0.0,2,No,Yes,81622.52,No,No,5,DIAMOND,543,Not Eligible,Basic,6.32
15695475,Maclean,645,France,Male,29,1,130131.08,2,No,Yes,196474.35,No,No,4,SILVER,846,Not Eligible,Premium,5.39
15689176,Fabro,663,France,Male,46,3,0.0,2,No,Yes,176276.1,No,No,1,DIAMOND,275,Not Eligible,Basic,6.78
15652955,Price,678,Spain,Male,30,0,0.0,1,Yes,No,35113.08,No,No,4,GOLD,965,Not Eligible,Basic,5.48
15668958,Chatfield,521,France,Male,30,2,107316.09,1,Yes,No,64299.82,No,No,2,SILVER,945,Not Eligible,Premium,5.48
15631054,Volkova,625,France,Female,24,1,0.0,2,Yes,Yes,180969.55,No,No,2,DIAMOND,570,Not Eligible,Basic,4.9
15581479,Archer,523,France,Male,30,1,83181.29,1,Yes,Yes,138176.78,No,No,4,SILVER,246,Not Eligible,Gold,5.48
15577478,Chiu,714,France,Female,72,3,0.0,1,Yes,Yes,86733.61,No,No,4,SILVER,354,Not Eligible,Basic,8.49
15780870,McKay,580,Spain,Male,67,3,153946.14,1,Yes,Yes,7418.92,No,No,5,PLATINUM,221,Not Eligible,Premium,8.19
15692317,Craig,722,France,Male,30,5,0.0,2,Yes,No,166376.54,No,No,5,PLATINUM,282,Not Eligible,Basic,5.48
15593969,Abramovich,630,Spain,Female,39,7,135483.17,1,Yes,No,140881.2,Yes,Yes,1,SILVER,309,Not Eligible,Premium,6.24
15570417,Chien,579,France,Male,35,1,0.0,2,Yes,No,4460.2,No,No,1,GOLD,473,Not Eligible,Basic,5.92
15779059,Timms,670,France,Female,38,4,119624.54,2,Yes,Yes,110472.12,No,No,4,PLATINUM,732,Not Eligible,Premium,6.16
15785980,Williford,588,Spain,Male,34,6,121132.26,2,Yes,No,86460.28,No,No,3,DIAMOND,468,Not Eligible,Premium,5.83
15644200,Hamilton,807,Spain,Female,42,1,0.0,1,Yes,No,16500.66,Yes,Yes,2,DIAMOND,406,Not Eligible,Basic,6.48
15793949,Cheng,726,France,Female,48,4,0.0,1,Yes,No,114020.06,Yes,Yes,2,DIAMOND,283,Not Eligible,Basic,6.93
15645103,Su,812,Germany,Male,25,5,54817.55,1,Yes,No,131660.31,No,No,3,PLATINUM,985,Not Eligible,Gold,5.0
15705860,McKenzie,631,Germany,Male,40,3,107949.45,1,Yes,No,52449.62,Yes,Yes,4,DIAMOND,728,Not Eligible,Premium,6.32
15623828,Akobundu,682,France,Male,30,4,0.0,1,No,Yes,161465.31,No,No,2,DIAMOND,252,Not Eligible,Basic,5.48
15715003,Ko,625,Spain,Female,49,2,80816.45,1,Yes,Yes,20018.79,No,No,1,PLATINUM,677,Not Eligible,Gold,7.0
15623471,Marcelo,607,Germany,Male,38,3,98205.77,1,Yes,No,176318.27,No,No,4,PLATINUM,354,Not Eligible,Gold,6.16
15798348,Chukwuebuka,600,Spain,Female,50,6,94684.27,1,Yes,Yes,50488.91,No,No,3,DIAMOND,981,Not Eligible,Gold,7.07
15743016,MacDonald,602,Spain,Female,22,7,141604.76,1,Yes,No,30379.6,No,No,2,PLATINUM,943,Not Eligible,Premium,4.69
15769499,Lampungmeiua,545,Spain,Female,74,3,0.0,2,Yes,Yes,161326.73,No,No,2,SILVER,423,Not Eligible,Basic,8.6
15798521,Tai,675,Spain,Male,33,3,0.0,2,Yes,No,45348.08,No,No,5,GOLD,487,Not Eligible,Basic,5.74
15706534,Enyinnaya,581,France,Female,47,1,122949.14,1,No,No,180251.68,Yes,Yes,2,DIAMOND,983,Not Eligible,Premium,6.86
15706186,McKenzie,640,Germany,Male,33,8,81677.22,2,No,No,34925.56,No,No,2,PLATINUM,417,Not Eligible,Gold,5.74
15812197,Kline,850,France,Male,38,7,80293.98,1,No,No,126555.74,No,No,3,SILVER,609,Eligible,Gold,6.16
15650933,Ma,490,Spain,Female,48,8,155413.06,1,Yes,No,187921.3,No,No,3,GOLD,319,Not Eligible,Premium,6.93
15692991,Wood,710,Spain,Female,38,4,0.0,2,Yes,Yes,136390.88,No,No,4,DIAMOND,411,Not Eligible,Basic,6.16
15631189,Riggs,613,Germany,Male,38,9,67111.65,1,Yes,No,78566.64,Yes,Yes,3,SILVER,599,Not Eligible,Gold,6.16
15762198,Capon,812,France,Male,34,5,103818.43,1,Yes,Yes,166038.27,No,No,4,GOLD,230,Not Eligible,Premium,5.83
15699598,Smith,723,France,Female,20,4,0.0,2,Yes,Yes,140385.33,No,No,1,PLATINUM,360,Not Eligible,Basic,4.47
15692744,Davison,512,France,Male,36,4,152169.12,2,No,No,38629.3,Yes,Yes,5,DIAMOND,555,Not Eligible,Premium,6.0
15688963,Ingram,731,France,Female,52,10,0.0,1,Yes,Yes,24998.75,Yes,Yes,1,DIAMOND,333,Not Eligible,Basic,7.21
15599131,Dilke,650,Germany,Male,26,4,214346.96,2,Yes,No,128815.33,No,No,2,GOLD,888,Not Eligible,Premium,5.1
15680303,Gibson,594,France,Male,57,6,0.0,1,Yes,No,19376.56,Yes,Yes,5,GOLD,661,Not Eligible,Basic,7.55
15628674,Iadanza,844,France,Male,40,7,113348.14,1,Yes,No,31904.31,Yes,Yes,4,SILVER,326,Not Eligible,Premium,6.32
15648075,Hebert,686,Germany,Female,47,5,170935.94,1,Yes,No,173179.79,Yes,Yes,5,GOLD,983,Not Eligible,Premium,6.86
15586970,Pinto,695,Germany,Male,52,8,103023.26,1,Yes,Yes,22485.64,No,No,2,GOLD,282,Not Eligible,Premium,7.21
15625698,Dumetochukwu,624,Spain,Female,23,6,0.0,2,No,Yes,196668.51,No,No,5,SILVER,888,Not Eligible,Basic,4.8
15790497,Ross,503,Spain,Male,37,6,0.0,2,No,No,136506.86,No,No,3,SILVER,717,Not Eligible,Basic,6.08
15682618,Jamieson,535,France,Female,31,7,111855.04,2,Yes,Yes,36278.89,No,No,1,DIAMOND,467,Not Eligible,Premium,5.57
15762937,Chiganu,743,Germany,Female,32,6,140348.56,2,Yes,Yes,163254.39,No,No,1,PLATINUM,707,Not Eligible,Premium,5.66
15750929,Burgess,702,Spain,Male,39,8,0.0,2,Yes,No,99654.13,No,No,4,DIAMOND,876,Not Eligible,Basic,6.24
15729832,Cheng,658,France,Male,29,3,145512.84,1,Yes,No,20207.02,No,No,5,DIAMOND,783,Not Eligible,Premium,5.39
15633650,Woods,677,Germany,Female,41,8,146720.98,2,Yes,Yes,4195.84,No,No,3,DIAMOND,562,Not Eligible,Premium,6.4
15748856,Liang,664,France,Male,32,10,107209.73,1,Yes,Yes,112340.2,No,No,2,DIAMOND,739,Not Eligible,Premium,5.66
15589195,Bluett,766,Germany,Female,38,7,130933.74,1,No,Yes,2035.94,No,No,4,GOLD,436,Not Eligible,Premium,6.16
15699911,Chapman,461,Spain,Female,35,8,0.0,1,Yes,No,132295.95,No,No,3,SILVER,963,Not Eligible,Basic,5.92
15663438,Andrejew,688,Spain,Male,36,0,89772.3,1,Yes,No,177383.68,Yes,Yes,5,DIAMOND,663,Not Eligible,Gold,6.0
15692583,Udobata,678,France,Female,32,5,0.0,2,Yes,No,90284.47,No,No,2,GOLD,783,Not Eligible,Basic,5.66
15591257,Ejimofor,796,France,Male,24,8,0.0,2,Yes,No,61349.37,No,No,4,GOLD,612,Not Eligible,Basic,4.9
15646513,Spyer,803,France,Male,42,5,0.0,1,Yes,No,196466.83,Yes,Yes,1,GOLD,534,Not Eligible,Basic,6.48
15708063,Walker,712,France,Male,36,2,100749.5,3,No,No,70758.37,Yes,Yes,2,PLATINUM,291,Not Eligible,Premium,6.0
15696098,Palermo,498,France,Female,31,10,0.0,2,Yes,No,13892.57,No,No,1,PLATINUM,433,Not Eligible,Basic,5.57
15645517,Philip,850,Spain,Male,22,2,0.0,2,Yes,Yes,9684.52,No,No,1,GOLD,793,Eligible,Basic,4.69
15649744,Fallaci,628,France,Female,51,3,123981.31,2,Yes,Yes,40546.15,No,No,5,SILVER,351,Not Eligible,Premium,7.14
15604304,Perry,539,Germany,Female,34,4,91622.42,1,Yes,Yes,136603.42,No,No,5,PLATINUM,714,Not Eligible,Gold,5.83
15784092,Henderson,732,France,Male,36,7,126195.81,1,Yes,Yes,133172.48,No,No,1,DIAMOND,549,Not Eligible,Premium,6.0
15585198,Bergamaschi,715,France,Male,41,4,94267.9,1,No,Yes,152821.12,Yes,Yes,5,GOLD,831,Not Eligible,Gold,6.4
15624347,Fokine,651,France,Male,40,4,0.0,2,Yes,Yes,147715.83,No,No,5,SILVER,771,Not Eligible,Basic,6.32
15621687,Mackay,813,France,Male,34,0,0.0,2,Yes,No,43169.15,No,No,2,DIAMOND,505,Not Eligible,Basic,5.83
15689081,Wu,692,France,Male,29,4,0.0,1,Yes,No,76755.99,Yes,Yes,3,PLATINUM,686,Not Eligible,Basic,5.39
15813168,Maslova,756,Germany,Female,39,3,100717.85,3,Yes,Yes,73406.04,Yes,Yes,1,SILVER,439,Not Eligible,Premium,6.24
15604295,Wei,543,France,Male,36,6,0.0,2,Yes,No,176728.28,No,No,4,GOLD,894,Not Eligible,Basic,6.0
15724127,McLean,790,France,Female,26,4,141581.71,2,No,No,98309.27,No,No,3,DIAMOND,320,Not Eligible,Premium,5.1
15673055,Sung,494,Spain,Male,38,7,0.0,2,Yes,Yes,6203.66,No,No,3,PLATINUM,527,Not Eligible,Basic,6.16
15768201,Paterson,850,France,Female,39,2,148586.64,1,Yes,Yes,176791.27,No,No,2,DIAMOND,373,Eligible,Premium,6.24
15782219,Fanucci,703,Spain,Male,29,9,0.0,2,Yes,No,50679.48,No,No,3,DIAMOND,242,Not Eligible,Basic,5.39
15746410,Thompson,432,Spain,Male,38,7,0.0,2,Yes,No,150580.88,No,No,1,PLATINUM,716,Not Eligible,Basic,6.16
15780144,Tisdall,512,Germany,Female,32,2,123403.85,2,Yes,No,80120.19,No,No,2,PLATINUM,798,Not Eligible,Premium,5.66
15590476,Onochie,589,France,Male,28,7,0.0,2,Yes,No,151645.96,No,No,4,SILVER,553,Not Eligible,Basic,5.29
15624293,Mironova,514,France,Female,46,3,106511.85,1,Yes,No,55072.32,No,No,5,GOLD,478,Not Eligible,Premium,6.78
15618182,Ndubueze,678,France,Female,38,2,0.0,2,No,No,115068.99,No,No,1,PLATINUM,223,Not Eligible,Basic,6.16
15660316,Stephenson,420,Germany,Female,34,1,135549.9,1,No,No,149471.13,Yes,Yes,3,DIAMOND,974,Not Eligible,Premium,5.83
15678886,Golubev,679,Germany,Male,38,7,110555.37,2,Yes,No,46522.68,No,No,4,GOLD,320,Not Eligible,Premium,6.16
15616330,Liao,595,France,Male,31,4,0.0,2,Yes,No,189995.86,No,No,2,PLATINUM,511,Not Eligible,Basic,5.57
15592229,Mullan,713,France,Female,52,0,185891.54,1,Yes,Yes,46369.57,Yes,Yes,4,PLATINUM,544,Not Eligible,Premium,7.21
15798424,Glover,833,Germany,Male,59,1,130854.59,1,Yes,Yes,30722.52,Yes,Yes,2,SILVER,504,Not Eligible,Premium,7.68
15714750,Northey,690,France,Female,42,3,92578.14,2,No,No,70810.6,No,No,5,DIAMOND,962,Not Eligible,Gold,6.48
15648800,Paterson,731,Germany,Female,21,8,132312.06,1,Yes,No,106663.46,Yes,Yes,2,GOLD,269,Not Eligible,Premium,4.58
15626147,Maclean,608,France,Female,62,8,144976.5,1,No,No,175836.03,Yes,Yes,1,GOLD,836,Not Eligible,Premium,7.87
15626608,Howarde,479,Spain,Male,48,5,87070.23,1,No,Yes,85646.41,No,No,3,SILVER,523,Not Eligible,Gold,6.93
15723250,Teng,519,France,Male,42,8,0.0,2,Yes,Yes,101485.72,No,No,4,SILVER,427,Not Eligible,Basic,6.48
15592583,Colman,731,France,Female,47,1,115414.19,3,No,No,191734.67,Yes,Yes,3,GOLD,611,Not Eligible,Premium,6.86
15759381,Johnson,617,Spain,Male,61,7,91070.43,1,Yes,Yes,101839.77,No,No,2,DIAMOND,647,Not Eligible,Gold,7.81
15585241,Butcher,756,Spain,Male,29,2,117412.19,2,Yes,No,4888.91,No,No,1,DIAMOND,565,Not Eligible,Premium,5.39
15589358,Stanley,848,Germany,Male,31,4,90018.45,2,Yes,No,193132.98,No,No,2,PLATINUM,795,Not Eligible,Gold,5.57
15672704,Jackson,809,France,Female,24,4,0.0,2,Yes,No,193518.76,No,No,1,GOLD,507,Not Eligible,Basic,4.9
15789955,Hu,698,Germany,Male,56,1,112414.81,2,No,No,93982.02,Yes,Yes,4,DIAMOND,257,Not Eligible,Premium,7.48
15596800,Hill,779,Germany,Male,33,1,158456.76,1,Yes,Yes,197000.92,Yes,Yes,5,PLATINUM,274,Not Eligible,Premium,5.74
15627305,Pan,606,Spain,Male,35,7,0.0,1,Yes,No,106837.06,Yes,Yes,5,SILVER,418,Not Eligible,Basic,5.92
15645316,Han,612,Germany,Female,58,1,149641.53,1,Yes,Yes,115161.28,No,No,5,GOLD,405,Not Eligible,Premium,7.62
15593973,Wilkie,663,Spain,Female,33,8,122528.18,1,Yes,No,196260.3,No,No,4,SILVER,261,Not Eligible,Premium,5.74
15647301,Bray,549,Germany,Female,45,3,143734.01,2,Yes,Yes,96404.38,No,No,2,SILVER,816,Not Eligible,Premium,6.71
15750258,Ann,675,France,Female,32,2,155663.31,1,Yes,No,97658.66,No,No,2,SILVER,655,Not Eligible,Premium,5.66
15685309,Souter,669,France,Female,35,7,0.0,1,Yes,Yes,49108.23,Yes,Yes,1,SILVER,335,Not Eligible,Basic,5.92
15628205,Greco,571,Germany,Female,34,1,101736.66,1,No,Yes,195651.66,No,No,1,SILVER,696,Not Eligible,Premium,5.83
15733974,Mao,500,Spain,Male,37,9,125822.21,1,Yes,No,111698.0,No,No,5,PLATINUM,266,Not Eligible,Premium,6.08
15762110,Anderson,628,France,Male,37,0,0.0,2,Yes,Yes,171707.93,No,No,4,GOLD,668,Not Eligible,Basic,6.08
15706899,Ma,559,France,Male,34,4,0.0,2,Yes,Yes,66721.98,No,No,2,GOLD,784,Not Eligible,Basic,5.83
15732660,Black,769,France,Female,27,2,0.0,1,Yes,Yes,57876.05,No,No,4,SILVER,801,Not Eligible,Basic,5.2
15656121,Medvedeva,733,Germany,Male,31,6,157791.07,2,No,No,177994.81,No,No,5,SILVER,845,Not Eligible,Premium,5.57
15614220,Benson,750,France,Male,22,5,0.0,2,No,Yes,105125.65,No,No,5,GOLD,950,Not Eligible,Basic,4.69
15645269,Duncan,583,France,Female,42,4,0.0,2,Yes,No,17439.66,No,No,5,DIAMOND,322,Not Eligible,Basic,6.48
15698510,Onwudiwe,468,Germany,Male,42,9,181627.14,2,Yes,No,172668.39,No,No,1,PLATINUM,506,Not Eligible,Premium,6.48
15569247,Mitchell,727,Spain,Female,57,1,109679.72,1,No,Yes,753.37,No,No,5,SILVER,841,Not Eligible,Premium,7.55
15566251,Ferrari,618,France,Female,37,5,96652.86,1,Yes,No,98686.4,Yes,Yes,3,DIAMOND,383,Not Eligible,Gold,6.08
15716134,Russo,617,France,Male,40,5,190008.32,2,Yes,Yes,107047.92,No,No,4,GOLD,486,Not Eligible,Premium,6.32
15763625,Hazon,793,Spain,Male,41,9,0.0,2,Yes,No,152153.74,No,No,4,GOLD,987,Not Eligible,Basic,6.4
15605965,Henderson,630,France,Male,43,9,0.0,2,Yes,Yes,34338.04,No,No,4,GOLD,649,Not Eligible,Basic,6.56
15694821,Hardy,765,Germany,Male,43,4,148962.76,1,No,Yes,173878.87,Yes,Yes,3,GOLD,873,Not Eligible,Premium,6.56
15601688,Piccio,546,France,Male,28,8,0.0,1,Yes,No,159254.29,No,No,2,GOLD,715,Not Eligible,Basic,5.29
